studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),0.370196470672291,0.33247126776448,1.11346906203797,0.265507028452668,NA,-0.281435237947614,1.02182818347789,9.04673275261123,7.42323549504441,ci,1.11346906203797,0.95,9.04673275261123
Jiang 2021,-0.49037867794379,0.762694144464462,-0.642955870977766,0.520252734489894,NA,-1.98523174889749,1.00447435984238,1.71909222344832,1.65049903203889,ci,-0.642955870977766,0.95,1.71909222344832
