studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),0.0169656165881999,0.361058990635253,0.0469884894940583,0.962522401449427,NA,-0.690697004693884,0.724628231185078,7.67085321756413,7.67085321756413,ci,0.0469884894940583,0.95,7.67085321756413
Jiang 2021,-0.557701775825805,0.95140921409595,-0.586184963907193,0.557751224890501,NA,-2.42242955192415,1.30702603645109,1.10475326507231,1.10475326507231,ci,-0.586184963907193,0.95,1.10475326507231
