studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),0.108864377956521,0.309182033655284,0.352104476024947,0.724759911698862,NA,-0.497121275454722,0.714850025807694,10.4609590280607,3.77754356795715,ci,0.352104476024947,0.95,10.4609590280607
Jiang 2021,1.22815855287267,0.904969344836791,1.35712724401086,0.17474078325239,NA,-0.545548771479973,3.00186587450587,1.22104667093111,1.0120450777241,ci,1.35712724401086,0.95,1.22104667093111
