studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),0.0165697208064888,0.0116591030293996,1.42118315317281,0.155263520997556,NA,-0.00628170868423198,0.0394211353750981,7356.47426116002,7356.47426116002,ci,1.42118315317281,0.95,7356.47426116002
FinnGen Release 7 (2022),0.0047090251170084,0.00561877443477035,0.83808758861502,0.401981512976261,NA,-0.00630357585447712,0.0157216152043314,31675.0132001134,31675.0132001134,ci,0.83808758861502,0.95,31675.0132001134
