studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.135354241576074,0.255565753456958,-0.529625897621961,0.596371334937318,NA,-0.636253916313488,0.365545428601472,15.3106872975835,15.3106872975835,ci,-0.529625897621961,0.95,15.3106872975835
Jiang 2021,-0.274146637816143,0.76814358557441,-0.356895042755761,0.721170380920955,NA,-1.77968041561473,1.23138710974788,1.69478723156353,1.69478723156353,ci,-0.356895042755761,0.95,1.69478723156353
