studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.447890042901016,0.255761696173106,-1.75120062778233,0.0799113573794312,NA,-0.949173750706426,0.0533936755419019,15.2872368081497,15.2872368081497,ci,-1.75120062778233,0.95,15.2872368081497
Jiang 2021,-0.880782960859692,0.736044677000698,-1.19664334025047,0.23144560005758,NA,-2.32340401053826,0.56183810532931,1.84582977566802,1.84582977566802,ci,-1.19664334025047,0.95,1.84582977566802
