studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.37510668390192,0.336425252621807,-1.11497778772153,0.264859940382975,NA,-1.03448806584023,0.284274691416831,8.83533102835081,0.387412977010646,ci,-1.11497778772153,0.95,8.83533102835081
Jiang 2021,2.24263157425006,1.34285486502516,1.67004762216655,0.0949099418900658,NA,-0.389315601220789,4.87457874260664,0.554551451264067,0.234120645534897,ci,1.67004762216655,0.95,0.554551451264067
