studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.522205513117833,0.351774623507546,-1.48448886935311,0.137679273876503,NA,-1.2116710935961,0.167260091903756,8.08110940047306,8.08110940047306,ci,-1.48448886935311,0.95,8.08110940047306
Jiang 2021,-0.466525365424966,0.920030460629608,-0.507075999533436,0.612101494273322,NA,-2.26975194852881,1.33670118649885,1.1813962482615,1.1813962482615,ci,-0.507075999533436,0.95,1.1813962482615
