studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),0.121413885026828,0.128191015746359,0.947132560889135,0.343571234649276,NA,-0.129835886569102,0.372663661439839,60.8533964029844,18.4131312400416,ci,0.947132560889135,0.95,60.8533964029844
Jiang 2021,0.651383237336938,0.434366028809689,1.49961828074343,0.133713309569311,NA,-0.199958537995377,1.50272500715398,5.30015164256091,4.41403705248126,ci,1.49961828074343,0.95,5.30015164256091
