studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),0.139854755459196,0.230263650986327,0.607367923074842,0.543606771038993,NA,-0.311453712267801,0.591163213496001,18.8603273871754,18.8603273871754,ci,0.607367923074842,0.95,18.8603273871754
Jiang 2021,0.660498681416959,0.697208314820004,0.947347682718726,0.343461640801459,NA,-0.706004502821308,2.02700187071684,2.0571922728821,2.0571922728821,ci,0.947347682718726,0.95,2.0571922728821
