studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.36387084386495,0.341624291820165,-1.06511993607438,0.286821658690942,NA,-1.03344215454003,0.305700461883024,8.56845482100527,8.56845482100527,ci,-1.06511993607438,0.95,8.56845482100527
Jiang 2021,-0.447095116483709,0.803189895456219,-0.556649329147443,0.577767043318867,NA,-2.02131838002542,1.12712815565594,1.55011360371418,1.55011360371418,ci,-0.556649329147443,0.95,1.55011360371418
