studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.216458955589727,0.289817723341544,-0.746879635565401,0.455136219539381,NA,-0.784491253773145,0.351573345888493,11.9055679736687,11.9055679736687,ci,-0.746879635565401,0.95,11.9055679736687
Jiang 2021,-0.00204653272023729,0.917451139690229,-0.00223067216519921,0.998220182595207,NA,-1.80021773975705,1.7961246429791,1.18804833772109,1.18804833772109,ci,-0.00223067216519921,0.95,1.18804833772109
