studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.256878065217339,0.231567061245508,-1.10930312729148,0.267299436459607,NA,-0.710741171090947,0.196985029003004,18.648608499113,18.648608499113,ci,-1.10930312729148,0.95,18.648608499113
Jiang 2021,-0.289351264778498,0.767424752610987,-0.37704187126366,0.706142488482137,NA,-1.79347614186773,1.21477361005646,1.69796367196159,1.69796367196159,ci,-0.37704187126366,0.95,1.69796367196159
