studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.096249051406367,0.335738184488857,-0.286678894010524,0.774358199705598,NA,-0.75428379342143,0.561785706244619,8.87152998400106,8.87152998400106,ci,-0.286678894010524,0.95,8.87152998400106
Jiang 2021,0.319899369316284,0.767658732987248,0.416720810393748,0.676882630909815,NA,-1.18468409991518,1.82448283823014,1.69692875992251,1.69692875992251,ci,0.416720810393748,0.95,1.69692875992251
