studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),0.423385985631101,0.51905270742737,0.815689774030019,0.414677589136723,NA,-0.593938627478308,1.44071059779299,3.7117359954226,3.7117359954226,ci,0.815689774030019,0.95,3.7117359954226
Jiang 2021,1.33932660597891,1.55009371308568,0.864029442008888,0.387571717112092,NA,-1.69880123489859,4.37745446572122,0.416182764143522,0.416182764143522,ci,0.864029442008888,0.95,0.416182764143522
