studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.0735477291191623,0.28198895076917,-0.260817769343619,0.79423304065105,NA,-0.626235914110248,0.479140460981373,12.5758056428886,2.16906819787552,ci,-0.260817769343619,0.95,12.5758056428886
Jiang 2021,1.14343462633563,0.799069786230938,1.43095715297783,0.152442495416717,NA,-0.422713377954863,2.70958262633865,1.5661399950046,0.980370805860951,ci,1.43095715297783,0.95,1.5661399950046
