studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.102079127527642,0.299934827476133,-0.340337693980419,0.733602233865654,NA,-0.689940587180066,0.485782331944845,11.11594027906,11.11594027906,ci,-0.340337693980419,0.95,11.11594027906
Jiang 2021,0.610428400814125,0.758885813084038,0.804374505742048,0.421180720237906,NA,-0.87696045741524,2.09781726663098,1.73638942388799,1.73638942388799,ci,0.804374505742048,0.95,1.73638942388799
