studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),0.0419340287808989,0.34868064264122,0.120264860312442,0.904273339438204,NA,-0.641467480836553,0.725335522529589,8.22515942583127,4.30284397948967,ci,0.120264860312442,0.95,8.22515942583127
Jiang 2021,-0.933267423889377,0.779630299824095,-1.19706407524175,0.231281581034948,NA,-2.46131474031008,0.594779877512702,1.6452147001165,1.39149863823454,ci,-1.19706407524175,0.95,1.6452147001165
