studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
FinnGen Release 7 (2022),-0.199649840045734,0.267509036303904,-0.746329330792852,0.455468497474038,NA,-0.723957913740098,0.324658239649243,13.9740755318025,9.90919600594608,ci,-0.746329330792852,0.95,13.9740755318025
Jiang 2021,-1.10779693872964,0.833342278788095,-1.3293420565925,0.1837351449797,NA,-2.74111780750349,0.525523898934919,1.43996908500613,1.38156920099142,ci,-1.3293420565925,0.95,1.43996908500613
