studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
Scott 2017,0.02,0.0382660092693491,0.522657062544014,0.601212923259042,NA,-0.06,0.09,682.926012567844,682.926012567844,ci,0.522657062544014,0.95,682.926012567844
UK Biobank,-0.02,0.014796190250815,-1.3516992996828,0.176471529204418,NA,-0.05,0.008,4567.7274919074,4567.7274919074,ci,-1.3516992996828,0.95,4567.7274919074
