studlab,TE,seTE,statistic,pval,df,lower,upper,w.common,w.random,approx.seTE,zval,level.ci,w.fixed
Patsopoulos 2020,0.324977857195478,0.104339910845165,3.11460738813288,0.00184189895451451,NA,0.120446153075867,0.529451087889156,91.8542123416797,17.2641784672941,ci,3.11460738813288,0.95,91.8542123416797
UK Biobank,0.000999500333083423,0.00101940886284185,0.98047051533089,0.326853916904523,NA,-0.00100050033358353,0.00299550897979837,962283.833975065,21.2595758164105,ci,0.98047051533089,0.95,962283.833975065
